region_code,region_id,raid_day,alerts_count,total_minutes,night_minutes
kyiv_obl_brovary,4,2025-10-10,1,35.0,0.0
kyiv_oblast,2,2025-10-10,1,35.0,0.0
kyiv_city,1,2025-10-11,2,33.0,0.0
kyiv_obl_bila_tserkva,9,2025-10-11,1,57.0,0.0
kyiv_obl_boryspil,5,2025-10-11,2,75.0,0.0
kyiv_obl_brovary,4,2025-10-11,3,132.0,0.0
kyiv_obl_fastiv,8,2025-10-11,1,90.0,0.0
kyiv_obl_obukhiv,6,2025-10-11,1,90.0,0.0
kyiv_obl_vyshhorod,3,2025-10-11,2,84.0,0.0
kyiv_oblast,2,2025-10-11,2,180.0,0.0
kyiv_city,1,2025-10-12,1,16.0,16.0
kyiv_obl_boryspil,5,2025-10-12,1,10.0,0.0
kyiv_obl_brovary,4,2025-10-12,1,30.0,0.0
kyiv_obl_vyshhorod,3,2025-10-12,1,71.0,0.0
kyiv_oblast,2,2025-10-12,2,84.0,14.0
kyiv_city,1,2025-10-13,2,46.0,23.0
kyiv_obl_boryspil,5,2025-10-13,1,77.0,66.0
kyiv_obl_brovary,4,2025-10-13,3,267.0,151.0
kyiv_oblast,2,2025-10-13,4,294.0,151.0
kyiv_city,1,2025-10-15,3,113.0,55.0
kyiv_obl_brovary,4,2025-10-15,1,18.0,18.0
kyiv_oblast,2,2025-10-15,3,117.0,60.0
kyiv_obl_bila_tserkva,9,2025-10-17,1,108.0,108.0
kyiv_obl_boryspil,5,2025-10-17,1,212.0,212.0
kyiv_obl_brovary,4,2025-10-17,1,202.0,202.0
kyiv_obl_bucha,7,2025-10-17,1,107.0,107.0
kyiv_obl_obukhiv,6,2025-10-17,1,142.0,142.0
kyiv_obl_vyshhorod,3,2025-10-17,2,208.0,182.0
kyiv_oblast,2,2025-10-17,1,249.0,223.0
kyiv_city,1,2025-10-18,1,26.0,0.0
kyiv_oblast,2,2025-10-18,1,24.0,0.0
kyiv_city,1,2025-10-20,3,85.0,68.0
kyiv_obl_brovary,4,2025-10-20,1,147.0,70.0
kyiv_obl_vyshhorod,3,2025-10-20,1,147.0,71.0
kyiv_oblast,2,2025-10-20,6,290.0,136.0
kyiv_city,1,2025-10-21,5,408.0,211.0
kyiv_obl_bila_tserkva,9,2025-10-21,4,323.0,126.0
kyiv_obl_boryspil,5,2025-10-21,4,417.0,220.0
kyiv_obl_brovary,4,2025-10-21,4,472.0,276.0
kyiv_obl_bucha,7,2025-10-21,4,405.0,207.0
kyiv_obl_fastiv,8,2025-10-21,4,327.0,130.0
kyiv_obl_obukhiv,6,2025-10-21,4,412.0,215.0
kyiv_obl_vyshhorod,3,2025-10-21,4,464.0,266.0
kyiv_oblast,2,2025-10-21,4,476.0,277.0
kyiv_city,1,2025-10-22,4,132.0,83.0
kyiv_obl_bila_tserkva,9,2025-10-22,1,17.0,0.0
kyiv_obl_boryspil,5,2025-10-22,3,99.0,57.0
kyiv_obl_brovary,4,2025-10-22,3,148.0,93.0
kyiv_obl_bucha,7,2025-10-22,3,118.0,83.0
kyiv_obl_fastiv,8,2025-10-22,1,18.0,0.0
kyiv_obl_obukhiv,6,2025-10-22,2,57.0,39.0
kyiv_obl_vyshhorod,3,2025-10-22,4,218.0,183.0
kyiv_oblast,2,2025-10-22,6,295.0,210.0
kyiv_city,1,2025-10-23,1,30.0,0.0
kyiv_oblast,2,2025-10-23,1,30.0,0.0
kyiv_city,1,2025-10-24,2,67.0,67.0
kyiv_obl_boryspil,5,2025-10-24,1,67.0,30.0
kyiv_obl_brovary,4,2025-10-24,1,160.0,47.0
kyiv_obl_vyshhorod,3,2025-10-24,3,241.0,28.0
kyiv_oblast,2,2025-10-24,4,374.0,94.0
kyiv_city,1,2025-10-25,1,38.0,38.0
kyiv_obl_bila_tserkva,9,2025-10-25,1,103.0,103.0
kyiv_obl_boryspil,5,2025-10-25,1,96.0,96.0
kyiv_obl_brovary,4,2025-10-25,2,95.0,78.0
kyiv_obl_bucha,7,2025-10-25,3,94.0,55.0
kyiv_obl_fastiv,8,2025-10-25,1,61.0,61.0
kyiv_obl_obukhiv,6,2025-10-25,1,103.0,103.0
kyiv_obl_vyshhorod,3,2025-10-25,2,101.0,41.0
kyiv_oblast,2,2025-10-25,3,197.0,108.0
kyiv_city,1,2025-10-27,1,17.0,0.0
kyiv_obl_vyshhorod,3,2025-10-27,1,67.0,0.0
kyiv_oblast,2,2025-10-27,2,83.0,0.0
kyiv_city,1,2025-10-28,1,18.0,0.0
kyiv_obl_bila_tserkva,9,2025-10-28,1,0.0,0.0
kyiv_obl_boryspil,5,2025-10-28,1,0.0,0.0
kyiv_obl_brovary,4,2025-10-28,1,0.0,0.0
kyiv_obl_bucha,7,2025-10-28,1,0.0,0.0
kyiv_obl_fastiv,8,2025-10-28,1,0.0,0.0
kyiv_obl_obukhiv,6,2025-10-28,1,0.0,0.0
kyiv_obl_vyshhorod,3,2025-10-28,1,0.0,0.0
kyiv_oblast,2,2025-10-28,2,84.0,0.0
kyiv_city,1,2025-10-29,1,387.0,313.0
kyiv_obl_bila_tserkva,9,2025-10-29,2,411.0,312.0
kyiv_obl_boryspil,5,2025-10-29,1,419.0,344.0
kyiv_obl_brovary,4,2025-10-29,1,426.0,351.0
kyiv_obl_bucha,7,2025-10-29,1,378.0,303.0
kyiv_obl_fastiv,8,2025-10-29,1,402.0,327.0
kyiv_obl_obukhiv,6,2025-10-29,1,419.0,344.0
kyiv_obl_vyshhorod,3,2025-10-29,1,402.0,328.0
kyiv_oblast,2,2025-10-29,2,450.0,351.0
kyiv_city,1,2025-10-31,1,30.0,0.0
kyiv_obl_bila_tserkva,9,2025-10-31,1,43.0,43.0
kyiv_obl_boryspil,5,2025-10-31,1,112.0,68.0
kyiv_obl_brovary,4,2025-10-31,1,77.0,32.0
kyiv_obl_fastiv,8,2025-10-31,1,43.0,43.0
kyiv_obl_obukhiv,6,2025-10-31,1,66.0,66.0
kyiv_obl_vyshhorod,3,2025-10-31,1,7.0,7.0
kyiv_oblast,2,2025-10-31,1,113.0,68.0
kyiv_city,1,2025-11-01,2,75.0,0.0
kyiv_oblast,2,2025-11-01,2,75.0,0.0
kyiv_city,1,2025-11-02,3,88.0,34.0
kyiv_obl_bila_tserkva,9,2025-11-02,1,23.0,0.0
kyiv_obl_boryspil,5,2025-11-02,2,91.0,70.0
kyiv_obl_brovary,4,2025-11-02,1,21.0,0.0
kyiv_obl_bucha,7,2025-11-02,1,23.0,0.0
kyiv_obl_fastiv,8,2025-11-02,1,21.0,0.0
kyiv_obl_obukhiv,6,2025-11-02,2,79.0,57.0
kyiv_obl_vyshhorod,3,2025-11-02,2,53.0,0.0
kyiv_oblast,2,2025-11-02,6,216.0,133.0
kyiv_city,1,2025-11-03,3,58.0,18.0
kyiv_obl_bila_tserkva,9,2025-11-03,1,20.0,0.0
kyiv_obl_boryspil,5,2025-11-03,1,20.0,0.0
kyiv_obl_brovary,4,2025-11-03,1,19.0,0.0
kyiv_obl_bucha,7,2025-11-03,1,20.0,0.0
kyiv_obl_fastiv,8,2025-11-03,1,20.0,0.0
kyiv_obl_obukhiv,6,2025-11-03,1,20.0,0.0
kyiv_obl_vyshhorod,3,2025-11-03,1,20.0,0.0
kyiv_oblast,2,2025-11-03,4,78.0,15.0
kyiv_city,1,2025-11-04,1,23.0,23.0
kyiv_obl_bila_tserkva,9,2025-11-04,1,21.0,21.0
kyiv_obl_boryspil,5,2025-11-04,1,20.0,20.0
kyiv_obl_brovary,4,2025-11-04,1,21.0,21.0
kyiv_obl_bucha,7,2025-11-04,1,21.0,21.0
kyiv_obl_fastiv,8,2025-11-04,1,21.0,21.0
kyiv_obl_obukhiv,6,2025-11-04,1,21.0,21.0
kyiv_obl_vyshhorod,3,2025-11-04,1,21.0,21.0
kyiv_oblast,2,2025-11-04,1,21.0,21.0
kyiv_city,1,2025-11-05,2,85.0,28.0
kyiv_obl_bila_tserkva,9,2025-11-05,1,204.0,204.0
kyiv_obl_boryspil,5,2025-11-05,2,52.0,52.0
kyiv_obl_brovary,4,2025-11-05,2,67.0,67.0
kyiv_obl_bucha,7,2025-11-05,1,25.0,25.0
kyiv_obl_fastiv,8,2025-11-05,1,165.0,165.0
kyiv_obl_obukhiv,6,2025-11-05,2,57.0,57.0
kyiv_obl_vyshhorod,3,2025-11-05,1,26.0,26.0
kyiv_oblast,2,2025-11-05,2,247.0,243.0
kyiv_city,1,2025-11-06,2,53.0,31.0
kyiv_obl_bila_tserkva,9,2025-11-06,2,45.0,30.0
kyiv_obl_boryspil,5,2025-11-06,2,46.0,30.0
kyiv_obl_brovary,4,2025-11-06,2,45.0,30.0
kyiv_obl_bucha,7,2025-11-06,2,45.0,30.0
kyiv_obl_fastiv,8,2025-11-06,2,46.0,30.0
kyiv_obl_obukhiv,6,2025-11-06,2,46.0,30.0
kyiv_obl_vyshhorod,3,2025-11-06,2,46.0,31.0
kyiv_oblast,2,2025-11-06,3,85.0,31.0
kyiv_city,1,2025-11-07,3,357.0,297.0
kyiv_obl_bila_tserkva,9,2025-11-07,2,120.0,69.0
kyiv_obl_boryspil,5,2025-11-07,3,455.0,368.0
kyiv_obl_brovary,4,2025-11-07,3,463.0,376.0
kyiv_obl_bucha,7,2025-11-07,3,432.0,290.0
kyiv_obl_fastiv,8,2025-11-07,3,363.0,293.0
kyiv_obl_obukhiv,6,2025-11-07,3,291.0,204.0
kyiv_obl_vyshhorod,3,2025-11-07,3,438.0,296.0
kyiv_oblast,2,2025-11-07,3,530.0,389.0
kyiv_obl_obukhiv,6,2025-11-08,1,50.0,0.0
kyiv_oblast,2,2025-11-08,1,50.0,0.0
kyiv_city,1,2025-11-09,3,86.0,64.0
kyiv_obl_bila_tserkva,9,2025-11-09,3,85.0,63.0
kyiv_obl_boryspil,5,2025-11-09,3,179.0,157.0
kyiv_obl_brovary,4,2025-11-09,3,86.0,64.0
kyiv_obl_bucha,7,2025-11-09,3,85.0,64.0
kyiv_obl_fastiv,8,2025-11-09,3,85.0,64.0
kyiv_obl_obukhiv,6,2025-11-09,3,155.0,133.0
kyiv_obl_vyshhorod,3,2025-11-09,3,85.0,63.0
kyiv_oblast,2,2025-11-09,3,179.0,157.0
kyiv_city,1,2025-11-10,2,63.0,0.0
kyiv_obl_bila_tserkva,9,2025-11-10,1,32.0,0.0
kyiv_obl_boryspil,5,2025-11-10,1,32.0,0.0
kyiv_obl_brovary,4,2025-11-10,1,32.0,0.0
kyiv_obl_bucha,7,2025-11-10,1,32.0,0.0
kyiv_obl_fastiv,8,2025-11-10,1,31.0,0.0
kyiv_obl_obukhiv,6,2025-11-10,1,32.0,0.0
kyiv_obl_vyshhorod,3,2025-11-10,1,32.0,0.0
kyiv_oblast,2,2025-11-10,1,32.0,0.0
kyiv_obl_bila_tserkva,9,2025-11-11,1,153.0,153.0
kyiv_obl_brovary,4,2025-11-11,1,69.0,0.0
kyiv_obl_obukhiv,6,2025-11-11,1,116.0,116.0
kyiv_oblast,2,2025-11-11,2,222.0,153.0
kyiv_city,1,2025-11-12,1,30.0,30.0
kyiv_obl_bila_tserkva,9,2025-11-12,1,16.0,0.0
kyiv_obl_boryspil,5,2025-11-12,2,90.0,0.0
kyiv_obl_brovary,4,2025-11-12,1,21.0,0.0
kyiv_obl_obukhiv,6,2025-11-12,1,38.0,0.0
kyiv_oblast,2,2025-11-12,2,126.0,0.0
kyiv_city,1,2025-11-13,3,350.0,311.0
kyiv_obl_bila_tserkva,9,2025-11-13,3,403.0,359.0
kyiv_obl_boryspil,5,2025-11-13,3,402.0,363.0
kyiv_obl_brovary,4,2025-11-13,2,361.0,342.0
kyiv_obl_bucha,7,2025-11-13,2,340.0,321.0
kyiv_obl_fastiv,8,2025-11-13,4,420.0,328.0
kyiv_obl_obukhiv,6,2025-11-13,4,463.0,363.0
kyiv_obl_vyshhorod,3,2025-11-13,2,297.0,278.0
kyiv_oblast,2,2025-11-13,4,465.0,363.0
kyiv_city,1,2025-11-14,2,44.0,0.0
kyiv_obl_bila_tserkva,9,2025-11-14,2,42.0,0.0
kyiv_obl_boryspil,5,2025-11-14,2,43.0,0.0
kyiv_obl_brovary,4,2025-11-14,2,44.0,0.0
kyiv_obl_bucha,7,2025-11-14,2,42.0,0.0
kyiv_obl_fastiv,8,2025-11-14,2,42.0,0.0
kyiv_obl_obukhiv,6,2025-11-14,2,43.0,0.0
kyiv_obl_vyshhorod,3,2025-11-14,3,61.0,0.0
kyiv_oblast,2,2025-11-14,3,63.0,0.0
kyiv_city,1,2025-11-15,2,54.0,26.0
kyiv_obl_bila_tserkva,9,2025-11-15,1,25.0,25.0
kyiv_obl_boryspil,5,2025-11-15,4,121.0,25.0
kyiv_obl_brovary,4,2025-11-15,2,96.0,25.0
kyiv_obl_bucha,7,2025-11-15,1,25.0,25.0
kyiv_obl_fastiv,8,2025-11-15,1,25.0,25.0
kyiv_obl_obukhiv,6,2025-11-15,1,25.0,25.0
kyiv_obl_vyshhorod,3,2025-11-15,1,25.0,25.0
kyiv_oblast,2,2025-11-15,4,137.0,25.0
kyiv_city,1,2025-11-16,1,30.0,0.0
kyiv_oblast,2,2025-11-16,1,30.0,30.0
kyiv_city,1,2025-11-17,2,30.0,30.0
kyiv_obl_bila_tserkva,9,2025-11-17,2,30.0,30.0
kyiv_obl_boryspil,5,2025-11-17,2,30.0,30.0
kyiv_obl_brovary,4,2025-11-17,2,30.0,30.0
kyiv_obl_bucha,7,2025-11-17,2,30.0,30.0
kyiv_obl_fastiv,8,2025-11-17,2,29.0,29.0
kyiv_obl_obukhiv,6,2025-11-17,2,30.0,30.0
kyiv_obl_vyshhorod,3,2025-11-17,2,29.0,29.0
kyiv_oblast,2,2025-11-17,2,30.0,30.0
kyiv_city,1,2025-11-18,2,347.0,195.0
kyiv_obl_bila_tserkva,9,2025-11-18,3,482.0,328.0
kyiv_obl_boryspil,5,2025-11-18,3,552.0,398.0
kyiv_obl_brovary,4,2025-11-18,3,552.0,398.0
kyiv_obl_bucha,7,2025-11-18,3,415.0,259.0
kyiv_obl_fastiv,8,2025-11-18,3,349.0,193.0
kyiv_obl_obukhiv,6,2025-11-18,3,564.0,358.0
kyiv_obl_vyshhorod,3,2025-11-18,3,538.0,384.0
kyiv_oblast,2,2025-11-18,4,676.0,398.0
kyiv_obl_bila_tserkva,9,2025-11-19,2,32.0,32.0
kyiv_obl_boryspil,5,2025-11-19,3,116.0,116.0
kyiv_obl_brovary,4,2025-11-19,1,7.0,7.0
kyiv_obl_bucha,7,2025-11-19,1,7.0,7.0
kyiv_obl_fastiv,8,2025-11-19,1,7.0,7.0
kyiv_obl_obukhiv,6,2025-11-19,1,786.0,186.0
kyiv_obl_vyshhorod,3,2025-11-19,1,7.0,7.0
kyiv_oblast,2,2025-11-19,1,812.0,212.0
kyiv_city,1,2025-11-20,1,22.0,0.0
kyiv_obl_bila_tserkva,9,2025-11-20,2,69.0,0.0
kyiv_obl_boryspil,5,2025-11-20,2,62.0,0.0
kyiv_obl_brovary,4,2025-11-20,1,21.0,0.0
kyiv_obl_bucha,7,2025-11-20,1,21.0,0.0
kyiv_obl_fastiv,8,2025-11-20,1,21.0,0.0
kyiv_obl_obukhiv,6,2025-11-20,2,52.0,0.0
kyiv_obl_vyshhorod,3,2025-11-20,1,21.0,0.0
kyiv_oblast,2,2025-11-20,2,115.0,0.0
kyiv_obl_bila_tserkva,9,2025-11-21,0,4.0,0.0
kyiv_oblast,2,2025-11-21,0,4.0,0.0
kyiv_city,1,2025-11-22,1,30.0,0.0
kyiv_obl_boryspil,5,2025-11-22,1,42.0,42.0
kyiv_obl_brovary,4,2025-11-22,1,44.0,44.0
kyiv_obl_obukhiv,6,2025-11-22,1,42.0,42.0
kyiv_oblast,2,2025-11-22,1,75.0,75.0
kyiv_obl_vyshhorod,3,2025-11-23,1,24.0,24.0
kyiv_oblast,2,2025-11-23,2,54.0,54.0
kyiv_city,1,2025-11-24,3,350.0,170.0
kyiv_obl_bila_tserkva,9,2025-11-24,3,282.0,146.0
kyiv_obl_boryspil,5,2025-11-24,3,398.0,216.0
kyiv_obl_brovary,4,2025-11-24,2,371.0,216.0
kyiv_obl_bucha,7,2025-11-24,3,334.0,182.0
kyiv_obl_fastiv,8,2025-11-24,3,318.0,181.0
kyiv_obl_obukhiv,6,2025-11-24,3,288.0,154.0
kyiv_obl_vyshhorod,3,2025-11-24,3,343.0,161.0
kyiv_oblast,2,2025-11-24,3,435.0,252.0
kyiv_city,1,2025-11-26,1,20.0,20.0
kyiv_obl_bila_tserkva,9,2025-11-26,1,51.0,14.0
kyiv_obl_boryspil,5,2025-11-26,1,42.0,42.0
kyiv_obl_brovary,4,2025-11-26,2,162.0,162.0
kyiv_obl_bucha,7,2025-11-26,1,104.0,104.0
kyiv_obl_fastiv,8,2025-11-26,1,58.0,37.0
kyiv_obl_obukhiv,6,2025-11-26,1,47.0,37.0
kyiv_obl_vyshhorod,3,2025-11-26,1,116.0,116.0
kyiv_oblast,2,2025-11-26,2,237.0,201.0
kyiv_city,1,2025-11-27,1,22.0,22.0
kyiv_obl_bila_tserkva,9,2025-11-27,1,21.0,21.0
kyiv_obl_boryspil,5,2025-11-27,1,21.0,21.0
kyiv_obl_brovary,4,2025-11-27,1,21.0,21.0
kyiv_obl_bucha,7,2025-11-27,1,21.0,21.0
kyiv_obl_fastiv,8,2025-11-27,1,21.0,21.0
kyiv_obl_obukhiv,6,2025-11-27,1,21.0,21.0
kyiv_obl_vyshhorod,3,2025-11-27,1,21.0,21.0
kyiv_oblast,2,2025-11-27,1,21.0,21.0
kyiv_city,1,2025-11-28,3,697.0,424.0
kyiv_obl_bila_tserkva,9,2025-11-28,3,647.0,374.0
kyiv_obl_boryspil,5,2025-11-28,2,927.0,480.0
kyiv_obl_brovary,4,2025-11-28,3,742.0,456.0
kyiv_obl_bucha,7,2025-11-28,3,704.0,416.0
kyiv_obl_fastiv,8,2025-11-28,3,692.0,416.0
kyiv_obl_obukhiv,6,2025-11-28,3,697.0,423.0
kyiv_obl_vyshhorod,3,2025-11-28,3,728.0,439.0
kyiv_oblast,2,2025-11-28,2,930.0,480.0
kyiv_city,1,2025-11-29,1,87.0,87.0
kyiv_obl_boryspil,5,2025-11-29,1,96.0,96.0
kyiv_obl_brovary,4,2025-11-29,1,102.0,102.0
kyiv_obl_bucha,7,2025-11-29,1,91.0,91.0
kyiv_obl_fastiv,8,2025-11-29,1,82.0,82.0
kyiv_obl_obukhiv,6,2025-11-29,1,70.0,70.0
kyiv_obl_vyshhorod,3,2025-11-29,1,103.0,103.0
kyiv_oblast,2,2025-11-29,1,115.0,115.0
kyiv_obl_bucha,7,2025-11-30,1,35.0,0.0
kyiv_obl_vyshhorod,3,2025-11-30,2,110.0,68.0
kyiv_oblast,2,2025-11-30,2,126.0,68.0
kyiv_obl_bila_tserkva,9,2025-12-01,1,71.0,0.0
kyiv_obl_boryspil,5,2025-12-01,2,75.0,47.0
kyiv_obl_brovary,4,2025-12-01,2,89.0,54.0
kyiv_obl_bucha,7,2025-12-01,1,18.0,0.0
kyiv_obl_obukhiv,6,2025-12-01,2,89.0,59.0
kyiv_obl_vyshhorod,3,2025-12-01,1,19.0,0.0
kyiv_oblast,2,2025-12-01,3,226.0,88.0
kyiv_obl_bila_tserkva,9,2025-12-02,0,49.0,0.0
kyiv_obl_boryspil,5,2025-12-02,1,37.0,37.0
kyiv_obl_brovary,4,2025-12-02,1,48.0,48.0
kyiv_oblast,2,2025-12-02,1,97.0,48.0
kyiv_city,1,2025-12-03,1,37.0,37.0
kyiv_obl_boryspil,5,2025-12-03,1,63.0,63.0
kyiv_obl_brovary,4,2025-12-03,1,69.0,69.0
kyiv_obl_obukhiv,6,2025-12-03,1,49.0,49.0
kyiv_oblast,2,2025-12-03,1,69.0,69.0
kyiv_city,1,2025-12-04,1,99.0,99.0
kyiv_obl_bila_tserkva,9,2025-12-04,1,104.0,104.0
kyiv_obl_boryspil,5,2025-12-04,2,186.0,175.0
kyiv_obl_brovary,4,2025-12-04,1,114.0,114.0
kyiv_obl_bucha,7,2025-12-04,1,70.0,70.0
kyiv_obl_fastiv,8,2025-12-04,2,119.0,119.0
kyiv_obl_obukhiv,6,2025-12-04,2,160.0,160.0
kyiv_oblast,2,2025-12-04,1,238.0,228.0
kyiv_city,1,2025-12-05,2,500.0,330.0
kyiv_obl_bila_tserkva,9,2025-12-05,4,695.0,384.0
kyiv_obl_boryspil,5,2025-12-05,4,839.0,437.0
kyiv_obl_brovary,4,2025-12-05,4,847.0,437.0
kyiv_obl_bucha,7,2025-12-05,3,600.0,323.0
kyiv_obl_fastiv,8,2025-12-05,3,688.0,382.0
kyiv_obl_obukhiv,6,2025-12-05,4,760.0,419.0
kyiv_obl_vyshhorod,3,2025-12-05,4,637.0,324.0
kyiv_oblast,2,2025-12-05,3,1011.0,437.0
kyiv_city,1,2025-12-06,1,70.0,70.0
kyiv_obl_bila_tserkva,9,2025-12-06,1,295.0,277.0
kyiv_obl_boryspil,5,2025-12-06,2,233.0,199.0
kyiv_obl_brovary,4,2025-12-06,4,266.0,199.0
kyiv_obl_bucha,7,2025-12-06,1,112.0,94.0
kyiv_obl_fastiv,8,2025-12-06,2,236.0,218.0
kyiv_obl_obukhiv,6,2025-12-06,1,309.0,291.0
kyiv_obl_vyshhorod,3,2025-12-06,3,187.0,101.0
kyiv_oblast,2,2025-12-06,2,384.0,296.0
kyiv_city,1,2025-12-07,1,52.0,52.0
kyiv_obl_bila_tserkva,9,2025-12-07,1,110.0,110.0
kyiv_obl_boryspil,5,2025-12-07,1,133.0,117.0
kyiv_obl_brovary,4,2025-12-07,2,172.0,148.0
kyiv_obl_bucha,7,2025-12-07,1,118.0,117.0
kyiv_obl_fastiv,8,2025-12-07,1,104.0,104.0
kyiv_obl_obukhiv,6,2025-12-07,1,126.0,126.0
kyiv_obl_vyshhorod,3,2025-12-07,2,190.0,94.0
kyiv_oblast,2,2025-12-07,4,303.0,165.0
kyiv_obl_boryspil,5,2025-12-08,1,77.0,77.0
kyiv_obl_brovary,4,2025-12-08,1,77.0,77.0
kyiv_obl_obukhiv,6,2025-12-08,1,30.0,30.0
kyiv_oblast,2,2025-12-08,2,107.0,77.0
kyiv_city,1,2025-12-09,1,12.0,0.0
kyiv_obl_bila_tserkva,9,2025-12-09,1,11.0,0.0
kyiv_obl_boryspil,5,2025-12-09,1,11.0,0.0
kyiv_obl_brovary,4,2025-12-09,1,11.0,0.0
kyiv_obl_bucha,7,2025-12-09,1,11.0,0.0
kyiv_obl_fastiv,8,2025-12-09,1,11.0,0.0
kyiv_obl_obukhiv,6,2025-12-09,1,11.0,0.0
kyiv_obl_vyshhorod,3,2025-12-09,1,11.0,0.0
kyiv_oblast,2,2025-12-09,1,11.0,0.0
kyiv_city,1,2025-12-10,1,26.0,26.0
kyiv_obl_bila_tserkva,9,2025-12-10,3,157.0,157.0
kyiv_obl_boryspil,5,2025-12-10,3,85.0,85.0
kyiv_obl_brovary,4,2025-12-10,2,30.0,30.0
kyiv_obl_bucha,7,2025-12-10,2,30.0,30.0
kyiv_obl_fastiv,8,2025-12-10,3,90.0,90.0
kyiv_obl_obukhiv,6,2025-12-10,3,103.0,103.0
kyiv_obl_vyshhorod,3,2025-12-10,2,30.0,30.0
kyiv_oblast,2,2025-12-10,3,207.0,207.0
kyiv_obl_bila_tserkva,9,2025-12-11,1,66.0,0.0
kyiv_obl_boryspil,5,2025-12-11,1,66.0,0.0
kyiv_obl_brovary,4,2025-12-11,1,66.0,0.0
kyiv_obl_bucha,7,2025-12-11,1,66.0,0.0
kyiv_obl_fastiv,8,2025-12-11,1,66.0,0.0
kyiv_obl_obukhiv,6,2025-12-11,1,66.0,0.0
kyiv_obl_vyshhorod,3,2025-12-11,1,66.0,0.0
kyiv_oblast,2,2025-12-11,1,66.0,0.0
kyiv_city,1,2025-12-12,3,157.0,121.0
kyiv_obl_bila_tserkva,9,2025-12-12,3,404.0,276.0
kyiv_obl_boryspil,5,2025-12-12,2,410.0,276.0
kyiv_obl_brovary,4,2025-12-12,2,411.0,276.0
kyiv_obl_bucha,7,2025-12-12,3,212.0,175.0
kyiv_obl_fastiv,8,2025-12-12,3,213.0,175.0
kyiv_obl_obukhiv,6,2025-12-12,2,410.0,276.0
kyiv_obl_vyshhorod,3,2025-12-12,3,211.0,175.0
kyiv_oblast,2,2025-12-12,3,441.0,276.0
kyiv_oblast,2,2025-12-13,1,30.0,14.0
kyiv_obl_bila_tserkva,9,2025-12-14,1,17.0,17.0
kyiv_obl_boryspil,5,2025-12-14,3,115.0,77.0
kyiv_obl_brovary,4,2025-12-14,3,146.0,87.0
kyiv_obl_bucha,7,2025-12-14,1,17.0,17.0
kyiv_obl_fastiv,8,2025-12-14,1,17.0,17.0
kyiv_obl_obukhiv,6,2025-12-14,1,17.0,17.0
kyiv_obl_vyshhorod,3,2025-12-14,1,17.0,17.0
kyiv_oblast,2,2025-12-14,4,183.0,87.0
kyiv_city,1,2025-12-15,1,30.0,30.0
kyiv_obl_boryspil,5,2025-12-15,2,103.0,0.0
kyiv_obl_brovary,4,2025-12-15,3,116.0,1.0
kyiv_oblast,2,2025-12-15,3,158.0,1.0
kyiv_city,1,2025-12-16,1,76.0,76.0
kyiv_obl_boryspil,5,2025-12-16,1,142.0,142.0
kyiv_obl_brovary,4,2025-12-16,1,142.0,142.0
kyiv_obl_bucha,7,2025-12-16,1,70.0,70.0
kyiv_obl_vyshhorod,3,2025-12-16,1,70.0,70.0
kyiv_oblast,2,2025-12-16,1,142.0,142.0
kyiv_obl_boryspil,5,2025-12-17,1,61.0,61.0
kyiv_obl_brovary,4,2025-12-17,1,43.0,43.0
kyiv_oblast,2,2025-12-17,2,91.0,61.0
kyiv_city,1,2025-12-18,1,30.0,20.0
kyiv_obl_vyshhorod,3,2025-12-19,2,80.0,80.0
kyiv_oblast,2,2025-12-19,2,80.0,80.0
kyiv_obl_brovary,4,2025-12-20,1,38.0,38.0
kyiv_obl_bucha,7,2025-12-20,1,38.0,38.0
kyiv_obl_vyshhorod,3,2025-12-20,2,100.0,100.0
kyiv_oblast,2,2025-12-20,2,128.0,128.0
kyiv_obl_brovary,4,2025-12-21,2,33.0,33.0
kyiv_obl_vyshhorod,3,2025-12-21,4,363.0,242.0
kyiv_oblast,2,2025-12-21,4,363.0,242.0
kyiv_city,1,2025-12-22,1,263.0,0.0
kyiv_obl_bila_tserkva,9,2025-12-22,1,388.0,134.0
kyiv_obl_boryspil,5,2025-12-22,1,435.0,181.0
kyiv_obl_brovary,4,2025-12-22,1,490.0,220.0
kyiv_obl_bucha,7,2025-12-22,3,500.0,124.0
kyiv_obl_fastiv,8,2025-12-22,1,396.0,134.0
kyiv_obl_obukhiv,6,2025-12-22,1,401.0,148.0
kyiv_obl_vyshhorod,3,2025-12-22,6,1109.0,392.0
kyiv_oblast,2,2025-12-22,6,1109.0,392.0
kyiv_city,1,2025-12-23,1,111.0,0.0
kyiv_obl_bila_tserkva,9,2025-12-23,2,125.0,24.0
kyiv_obl_boryspil,5,2025-12-23,2,157.0,55.0
kyiv_obl_brovary,4,2025-12-23,2,171.0,25.0
kyiv_obl_bucha,7,2025-12-23,2,463.0,24.0
kyiv_obl_fastiv,8,2025-12-23,2,136.0,25.0
kyiv_obl_obukhiv,6,2025-12-23,2,136.0,25.0
kyiv_obl_vyshhorod,3,2025-12-23,3,670.0,24.0
kyiv_oblast,2,2025-12-23,3,701.0,55.0
kyiv_city,1,2025-12-24,2,71.0,48.0
kyiv_obl_bila_tserkva,9,2025-12-24,2,72.0,37.0
kyiv_obl_boryspil,5,2025-12-24,2,72.0,37.0
kyiv_obl_brovary,4,2025-12-24,2,72.0,37.0
kyiv_obl_bucha,7,2025-12-24,3,228.0,42.0
